                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                  1.147,                 1.7576,                 1.0095,                 1.2175,                0.57423,                0.76795,                0.68994,                0.44554,                0.57423,                0.76795,                0.68873,                0.43645,                 1.3397,                 2.1493,                 1.4436,                 1.3881,              0.0011593,              0.0011593,              0.0011593
                     24,                 1.1088,                 1.7203,                0.93111,                 1.2052,                0.64103,                0.80321,                  0.771,                0.52557,                 0.6383,                0.79696,                0.77103,                0.51975,                 1.2335,                 1.9438,                 1.1435,                 1.3115,              0.0011551,              0.0011551,              0.0011551
                     25,                 1.1131,                 1.7583,                0.96404,                 1.2128,                0.75103,                0.65556,                0.73437,                0.50902,                0.75052,                0.65556,                0.73481,                 0.4714,                  1.214,                 2.0906,                  1.086,                 1.3015,               0.001151,               0.001151,               0.001151
                     26,                 1.1165,                 1.7641,                   0.97,                 1.2072,                0.70662,                0.62975,                0.73408,                0.51657,                0.70662,                0.62975,                0.73426,                0.51116,                 1.2029,                 1.7582,                 1.1176,                 1.3152,              0.0011469,              0.0011469,              0.0011469
                     27,                 1.0914,                 1.6998,                0.93567,                 1.1939,                 0.7695,                0.74098,                0.83248,                0.56295,                 0.7695,                0.74098,                0.83306,                0.55812,                 1.2892,                 1.9983,                0.90416,                 1.3712,              0.0011428,              0.0011428,              0.0011428
                     28,                  1.081,                 1.7328,                0.90617,                 1.1949,                0.75658,                0.69722,                0.77219,                0.51313,                0.75658,                0.69722,                0.77306,                0.50762,                 1.2912,                 1.9923,                 1.0608,                 1.3747,              0.0011386,              0.0011386,              0.0011386
                     29,                 1.0893,                 1.6971,                0.90312,                 1.1927,                0.74459,                0.68847,                0.77102,                0.51712,                0.74459,                0.68847,                0.77102,                0.51278,                 1.3021,                 1.9629,                 1.0749,                 1.3874,              0.0011345,              0.0011345,              0.0011345
                     30,                 1.0935,                 1.7098,                0.89459,                 1.2063,                0.76184,                0.72537,                0.76881,                0.52594,                0.75726,                 0.7215,                0.76653,                0.51897,                 1.2315,                 1.8905,                  1.051,                 1.3325,              0.0011304,              0.0011304,              0.0011304
                     31,                 1.0401,                 1.6437,                0.86646,                 1.1706,                0.65487,                0.73477,                0.71903,                0.47448,                0.62535,                0.72235,                0.70816,                0.47425,                 1.3323,                  1.864,                 1.2537,                 1.4249,              0.0011263,              0.0011263,              0.0011263
                     32,                 1.0838,                 1.6862,                0.86941,                 1.1963,                0.69982,                0.73787,                0.77727,                0.53094,                0.69982,                0.73787,                0.77727,                0.52553,                   1.18,                 1.8939,                0.99849,                  1.299,              0.0011221,              0.0011221,              0.0011221
                     33,                 1.0392,                 1.6712,                0.86219,                 1.1704,                0.69297,                0.76899,                0.77711,                0.52859,                0.69634,                0.77702,                0.77664,                0.51556,                 1.3439,                  1.977,                 1.0588,                 1.3992,               0.001118,               0.001118,               0.001118
                     34,                 1.0748,                 1.6749,                0.85858,                 1.2033,                0.66995,                0.80461,                0.76359,                0.51426,                0.66995,                0.80461,                0.76133,                 0.5024,                 1.2225,                 1.9453,                 1.0399,                 1.3588,              0.0011139,              0.0011139,              0.0011139
                     35,                 1.0381,                  1.631,                0.84894,                 1.1698,                0.77536,                 0.7631,                0.79034,                0.53547,                0.78017,                0.76698,                 0.7964,                0.52985,                 1.2719,                 1.8588,                0.90647,                  1.337,              0.0011098,              0.0011098,              0.0011098
                     36,                 1.0295,                  1.653,                0.83226,                 1.1607,                0.72866,                0.73744,                0.79673,                0.54569,                0.72866,                0.73744,                0.79746,                0.53591,                 1.1721,                 1.8881,                 1.1044,                 1.3003,              0.0011056,              0.0011056,              0.0011056
                     37,                  1.039,                 1.6318,                 0.8298,                 1.1615,                0.74185,                0.76656,                0.76562,                0.51588,                0.74582,                0.77044,                0.76655,                0.51627,                 1.2904,                 1.9529,                 0.9036,                 1.3861,              0.0011015,              0.0011015,              0.0011015
                     38,                 1.0541,                  1.655,                0.82332,                 1.1783,                 0.6311,                0.72245,                0.75921,                0.52919,                 0.6311,                0.72245,                 0.7586,                0.51695,                 1.2362,                  2.032,                 1.2672,                 1.3403,              0.0010974,              0.0010974,              0.0010974
                     39,                 1.0247,                 1.6314,                0.80759,                  1.155,                0.80541,                0.64676,                0.79387,                0.53656,                0.80541,                0.64676,                0.79423,                 0.5183,                  1.229,                 1.8433,                 1.0936,                 1.3026,              0.0010933,              0.0010933,              0.0010933
                     40,                 1.0161,                 1.6408,                0.80707,                 1.1479,                0.83202,                0.82232,                0.84353,                0.56905,                0.82885,                0.81844,                0.83444,                0.55602,                  1.243,                 1.9739,                0.95042,                 1.3317,              0.0010891,              0.0010891,              0.0010891
                     41,                 1.0125,                 1.6097,                0.82271,                 1.1511,                0.70102,                0.72862,                  0.737,                0.51655,                0.70102,                0.72862,                0.74374,                0.49712,                 1.2398,                 1.9072,                 1.1997,                 1.3738,               0.001085,               0.001085,               0.001085
                     42,                0.99996,                 1.5638,                0.78719,                 1.1444,                0.73138,                0.84011,                0.81167,                0.55879,                0.73429,                0.84399,                0.81211,                0.55724,                 1.1557,                 1.9606,                0.91566,                 1.3086,              0.0010809,              0.0010809,              0.0010809
                     43,                 1.0018,                  1.589,                 0.7652,                 1.1465,                0.84812,                0.73106,                0.82562,                0.57052,                0.85301,                0.73494,                0.82652,                 0.5658,                 1.2313,                 1.8872,                0.98331,                 1.3548,              0.0010768,              0.0010768,              0.0010768
                     44,                0.99456,                 1.5868,                0.78266,                 1.1449,                0.83249,                0.67217,                0.79255,                0.53962,                0.82633,                0.66554,                0.79223,                0.53555,                 1.1926,                 1.9569,                0.96277,                 1.3599,              0.0010726,              0.0010726,              0.0010726
                     45,                 0.9916,                 1.6006,                0.74145,                  1.141,                0.68933,                0.71927,                0.69549,                0.45561,                0.68933,                0.71927,                0.69381,                0.45258,                 1.2599,                 2.0086,                 1.1646,                 1.3583,              0.0010685,              0.0010685,              0.0010685
                     46,                0.98094,                 1.5683,                0.76767,                 1.1349,                0.83128,                0.77511,                0.83235,                0.58594,                0.83128,                0.77511,                 0.8309,                0.56961,                 1.1981,                 1.9929,                0.89352,                 1.3337,              0.0010644,              0.0010644,              0.0010644
                     47,                 1.0008,                 1.5773,                0.76049,                 1.1555,                 0.7387,                0.71177,                0.74248,                0.48683,                0.73761,                0.71644,                0.74068,                0.47674,                 1.2177,                 1.8624,                 1.1701,                 1.3391,              0.0010603,              0.0010603,              0.0010603
                     48,                0.95896,                 1.5562,                0.76651,                  1.127,                0.75518,                0.73997,                0.82577,                0.56065,                0.75518,                0.73997,                0.81985,                0.55731,                 1.2044,                 1.9453,                0.92874,                 1.3275,              0.0010561,              0.0010561,              0.0010561
                     49,                0.96739,                 1.5234,                0.74082,                 1.1302,                0.76338,                0.71304,                0.80441,                0.51115,                0.76338,                0.71304,                0.80221,                0.51175,                 1.3716,                  2.004,                0.97654,                  1.404,               0.001052,               0.001052,               0.001052
                     50,                 0.9672,                 1.5489,                 0.7181,                 1.1358,                0.75372,                0.80011,                0.82096,                0.57461,                0.75834,                0.80398,                0.82367,                0.55808,                 1.1855,                 1.9498,                0.96491,                 1.2957,              0.0010479,              0.0010479,              0.0010479
                     51,                0.95455,                 1.5315,                0.71879,                 1.1238,                0.64884,                0.73307,                 0.7494,                0.50861,                0.64519,                0.72919,                 0.7375,                0.49509,                 1.2065,                 2.0286,                 1.0861,                 1.3896,              0.0010438,              0.0010438,              0.0010438
                     52,                0.93153,                 1.5024,                0.72644,                 1.1126,                 0.6984,                0.89281,                0.83636,                0.55604,                 0.6984,                0.89281,                0.83474,                0.55786,                 1.2131,                 1.8908,                0.82319,                  1.388,              0.0010396,              0.0010396,              0.0010396
                     53,                0.92352,                 1.4901,                0.71618,                 1.1029,                0.79884,                 0.8055,                0.81906,                0.56916,                0.80338,                0.80938,                0.82159,                0.56275,                 1.1961,                 1.9798,                0.88674,                 1.3376,              0.0010355,              0.0010355,              0.0010355
                     54,                0.92995,                  1.503,                 0.7162,                 1.1082,                0.83614,                 0.6919,                0.85601,                0.60255,                0.83614,                 0.6919,                0.85601,                0.59081,                  1.185,                 2.0034,                0.87875,                  1.329,              0.0010314,              0.0010314,              0.0010314
                     55,                0.94712,                 1.5195,                0.71573,                 1.1091,                0.76838,                0.82496,                0.84795,                0.58456,                0.75968,                0.81738,                0.83579,                0.56852,                 1.2455,                 2.0759,                0.90342,                 1.3847,              0.0010273,              0.0010273,              0.0010273
