                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.88902,                 1.3859,                0.93896,                 1.0886,                0.62902,                0.61007,                0.58872,                0.39609,                0.62497,                0.60507,                0.58226,                0.39587,                 1.1403,                 1.8419,                 1.4631,                 1.2759,             0.00098635,             0.00098635,             0.00098635
                     36,                0.84844,                 1.3291,                0.88578,                 1.0774,                0.66845,                0.64186,                0.63257,                0.43694,                 0.6639,                0.65791,                0.62841,                0.42872,                 1.1688,                 1.8672,                 1.4365,                  1.275,             0.00098268,             0.00098268,             0.00098268
                     37,                0.85586,                  1.328,                0.87641,                 1.0644,                0.65487,                0.54181,                0.61774,                0.42454,                0.65906,                0.54721,                0.62575,                0.43651,                 1.1595,                 1.7865,                 1.4866,                 1.2857,             0.00097901,             0.00097901,             0.00097901
                     38,                0.85452,                 1.3086,                0.88181,                 1.0634,                0.58696,                0.58883,                0.60643,                 0.3999,                0.58654,                0.60953,                0.61367,                0.40488,                  1.208,                 2.0578,                 1.6353,                 1.3363,             0.00097535,             0.00097535,             0.00097535
                     39,                0.85078,                  1.322,                0.85819,                  1.057,                0.69098,                0.62379,                0.66639,                0.43844,                 0.6842,                0.61318,                0.66109,                0.43552,                 1.1264,                 1.8464,                 1.3201,                 1.2657,             0.00097168,             0.00097168,             0.00097168
                     40,                0.82969,                 1.2966,                0.83986,                 1.0591,                0.66873,                0.60454,                0.63314,                0.43936,                0.66873,                0.60454,                0.63443,                0.42658,                 1.1601,                 1.9876,                 1.6395,                 1.3504,             0.00096801,             0.00096801,             0.00096801
                     41,                0.82937,                 1.2831,                0.82973,                 1.0473,                0.71885,                0.63862,                0.66189,                0.47121,                  0.732,                0.64929,                0.67291,                0.46565,                 1.0957,                 1.8845,                 1.3152,                 1.2163,             0.00096435,             0.00096435,             0.00096435
                     42,                0.85219,                 1.3538,                0.82282,                 1.0608,                0.58966,                0.60303,                0.62932,                0.44264,                0.58966,                0.60303,                0.62182,                0.43214,                  1.135,                 1.7367,                 1.4271,                 1.2843,             0.00096068,             0.00096068,             0.00096068
                     43,                0.84853,                 1.3124,                0.83449,                 1.0632,                0.67623,                0.62136,                 0.6638,                0.44062,                0.68724,                0.63104,                0.67223,                0.45138,                 1.1731,                 2.0251,                 1.3146,                 1.3224,             0.00095702,             0.00095702,             0.00095702
                     44,                0.81011,                 1.2532,                0.81566,                 1.0427,                0.62123,                0.67826,                0.63102,                0.41793,                0.60058,                0.65629,                0.61709,                0.41684,                 1.1675,                 1.9133,                  1.421,                 1.2875,             0.00095335,             0.00095335,             0.00095335
                     45,                0.80423,                 1.2307,                0.76336,                 1.0399,                0.57498,                0.55402,                0.56859,                0.38932,                0.58825,                0.56468,                0.58732,                0.38821,                  1.117,                 1.9795,                 1.7329,                  1.236,             0.00094968,             0.00094968,             0.00094968
                     46,                0.81512,                 1.2788,                0.80254,                 1.0383,                0.61482,                0.64322,                0.66108,                0.46448,                0.61482,                0.64322,                0.65819,                0.45642,                  1.144,                 1.8278,                 1.3139,                 1.2745,             0.00094602,             0.00094602,             0.00094602
                     47,                0.80429,                 1.2624,                0.77626,                  1.037,                0.65093,                0.65093,                0.65936,                0.44994,                   0.66,                0.65619,                0.66567,                0.44274,                 1.1331,                 1.8967,                 1.4223,                 1.2687,             0.00094235,             0.00094235,             0.00094235
                     48,                0.81525,                 1.2749,                0.79764,                 1.0454,                0.69184,                0.57927,                0.67528,                0.47637,                0.69184,                0.57927,                0.66753,                0.47259,                  1.118,                 1.8218,                 1.5387,                 1.2311,             0.00093868,             0.00093868,             0.00093868
                     49,                0.81574,                 1.2582,                0.79718,                 1.0419,                 0.5579,                0.60093,                0.62554,                0.44494,                0.57149,                0.61356,                0.64861,                0.45355,                 1.1554,                 1.8006,                 1.4933,                 1.2814,             0.00093502,             0.00093502,             0.00093502
