                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                0.84527,                 1.1792,                0.48906,                0.96104,                0.92029,                0.92175,                0.95788,                0.70733,                0.93186,                0.93442,                0.96788,                0.69561,                 1.1587,                 1.4606,                0.52975,                 1.1821,              0.0012159,              0.0012159,              0.0012159
                     84,                0.84491,                 1.1477,                0.49203,                0.96631,                 0.9077,                0.91366,                0.95106,                0.68976,                 0.9077,                0.91366,                0.95078,                0.68505,                 1.1223,                 1.5456,                0.73854,                 1.1666,              0.0012104,              0.0012104,              0.0012104
                     85,                0.83316,                 1.1207,                 0.4932,                0.96116,                0.92644,                 0.8881,                0.95381,                0.68848,                0.92644,                 0.8881,                0.95381,                0.69252,                 1.0847,                 1.4945,                0.67275,                 1.1156,              0.0012049,              0.0012049,              0.0012049
                     86,                0.80797,                 1.1273,                0.47437,                0.95684,                0.84427,                0.90383,                0.93253,                0.66734,                0.84142,                0.89199,                0.92847,                0.65571,                 1.1172,                 1.5176,                0.58397,                 1.1101,              0.0011994,              0.0011994,              0.0011994
                     87,                0.84261,                 1.1754,                0.47874,                0.95927,                0.94545,                0.86725,                0.95166,                0.70449,                 0.9523,                0.87262,                0.96029,                0.70425,                 1.1036,                 1.6425,                0.85168,                 1.1665,              0.0011939,              0.0011939,              0.0011939
                     88,                0.84709,                 1.1536,                0.48558,                0.95889,                0.92203,                0.91552,                0.95977,                0.68728,                0.92893,                 0.9214,                0.96855,                0.69524,                  1.173,                 1.4709,                0.55059,                 1.1734,              0.0011884,              0.0011884,              0.0011884
                     89,                0.83508,                 1.1165,                0.48383,                0.95735,                0.91338,                0.94135,                 0.9679,                0.71122,                0.93305,                0.93401,                0.97495,                0.72078,                 1.0074,                 1.3902,                0.47335,                  1.092,              0.0011829,              0.0011829,              0.0011829
                     90,                0.82834,                 1.1384,                0.47076,                0.96013,                0.95613,                0.85276,                0.94977,                0.69546,                0.97046,                0.86452,                0.96309,                0.70238,                 1.1403,                 1.4451,                0.59484,                 1.2072,              0.0011774,              0.0011774,              0.0011774
                     91,                0.83831,                 1.1398,                0.48367,                0.96048,                0.90333,                0.90379,                0.95079,                0.70577,                0.91299,                0.90846,                0.96059,                0.70181,                 1.0441,                 1.5743,                0.82684,                 1.1774,              0.0011719,              0.0011719,              0.0011719
                     92,                0.81564,                 1.1341,                0.45919,                 0.9518,                0.94078,                 0.9195,                0.97393,                 0.7172,                 0.9468,                0.92538,                0.98037,                0.71526,                 1.0741,                 1.4065,                0.49834,                 1.1469,              0.0011664,              0.0011664,              0.0011664
                     93,                0.81627,                 1.1316,                0.47218,                0.95067,                0.92805,                0.94407,                  0.964,                0.69788,                0.93379,                0.94995,                0.97439,                0.69779,                 1.1061,                 1.4842,                0.74851,                 1.1363,              0.0011609,              0.0011609,              0.0011609
                     94,                0.81903,                 1.1273,                0.46165,                0.95406,                  0.886,                0.94493,                0.94783,                0.69103,                0.89113,                0.95077,                0.95683,                0.69582,                 1.0279,                 1.4425,                 0.4878,                 1.0995,              0.0011554,              0.0011554,              0.0011554
