                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 0.7403,                0.97608,                0.58655,                0.98668,                0.88975,                0.86233,                0.91449,                0.74333,                0.89208,                0.86452,                0.91552,                0.74714,                0.73401,                  1.057,                0.54425,                 1.0122,               0.008911,               0.008911,               0.008911
                     35,                0.71514,                0.96762,                0.55999,                0.97255,                0.89593,                0.90013,                0.94579,                0.78176,                0.90038,                0.90568,                0.94768,                0.78596,                0.68224,                0.97699,                0.48934,                0.96985,               0.008878,               0.008878,               0.008878
                     36,                0.72548,                0.97081,                0.57081,                  0.978,                0.93051,                0.87322,                0.94735,                0.77634,                0.92582,                0.88928,                0.95116,                 0.7781,                0.68745,                 1.0298,                0.47376,                0.98071,               0.008845,               0.008845,               0.008845
                     37,                0.72153,                0.94526,                0.56463,                 0.9766,                0.91151,                0.85164,                0.93932,                0.76573,                0.91466,                0.85491,                0.93877,                  0.768,                0.71617,                 1.0683,                0.53035,                 1.0042,               0.008812,               0.008812,               0.008812
                     38,                0.71357,                0.94604,                0.56018,                0.97534,                0.88409,                0.86169,                0.93827,                0.77775,                0.88508,                0.86279,                0.93918,                0.77617,                0.67968,                0.98987,                0.50744,                0.97009,               0.008779,               0.008779,               0.008779
                     39,                0.72676,                0.95835,                0.56967,                   0.97,                0.92083,                0.90745,                0.96214,                0.79665,                0.92193,                0.90854,                0.96355,                0.79254,                0.66863,                0.96338,                0.44111,                0.95616,               0.008746,               0.008746,               0.008746
                     40,                0.72621,                0.95178,                0.55519,                0.97555,                0.91531,                 0.8885,                0.95903,                0.79824,                0.91746,                0.89109,                0.96124,                0.79585,                0.65711,                0.97042,                0.45486,                0.95955,               0.008713,               0.008713,               0.008713
                     41,                 0.7173,                0.93913,                0.55218,                0.96984,                 0.8999,                 0.8894,                0.94374,                0.77523,                0.90509,                0.89493,                 0.9476,                0.77973,                0.67588,                0.97972,                0.47203,                0.97424,                0.00868,                0.00868,                0.00868
                     42,                0.70493,                0.95997,                0.55258,                0.96939,                0.87822,                0.85066,                0.90397,                0.71439,                0.87812,                0.84639,                0.90189,                 0.7155,                0.76319,                 1.1261,                0.61389,                 1.0254,               0.008647,               0.008647,               0.008647
                     43,                0.71025,                0.92196,                0.53958,                0.96725,                0.88663,                0.88519,                0.94331,                0.77894,                 0.8951,                0.89418,                 0.9444,                0.78128,                0.65414,                0.95912,                0.47308,                0.96017,               0.008614,               0.008614,               0.008614
                     44,                0.70531,                0.91829,                0.55419,                0.96756,                 0.9126,                0.89838,                0.96081,                0.79466,                0.91837,                0.89979,                0.96234,                 0.7955,                0.66689,                0.96482,                0.45328,                0.95642,               0.008581,               0.008581,               0.008581
                     45,                0.69955,                0.91984,                0.52409,                0.95928,                0.83954,                0.80797,                0.85581,                0.67381,                0.84075,                0.80906,                0.85644,                0.68551,                0.81025,                 1.1796,                0.77474,                 1.0294,               0.008548,               0.008548,               0.008548
                     46,                0.69814,                0.91948,                0.52676,                0.96466,                0.87566,                0.83174,                0.90369,                0.73048,                0.86492,                0.84573,                0.90552,                0.72232,                0.70382,                 1.0875,                0.55826,                0.97955,               0.008515,               0.008515,               0.008515
                     47,                0.69653,                0.93079,                0.52461,                0.95816,                0.94919,                0.88905,                0.96668,                 0.8135,                0.95307,                 0.8927,                0.96869,                 0.8094,                0.64139,                0.94707,                0.41138,                0.95599,               0.008482,               0.008482,               0.008482
                     48,                0.70058,                0.91896,                0.52868,                0.96218,                0.93002,                0.90057,                0.95695,                0.79841,                0.93269,                0.90312,                0.96128,                0.80057,                0.66383,                0.97647,                0.42847,                0.96432,               0.008449,               0.008449,               0.008449
                     49,                0.69705,                0.92958,                0.52855,                0.96373,                0.89716,                0.88744,                0.95014,                0.79252,                0.90337,                0.89351,                0.95211,                0.78724,                0.65856,                0.96881,                0.44577,                0.95614,               0.008416,               0.008416,               0.008416
                     50,                0.68871,                0.93207,                0.51877,                0.95831,                0.92022,                0.89629,                0.96147,                0.80399,                0.92121,                0.89744,                0.96172,                 0.8013,                0.64802,                0.99309,                0.41574,                0.95829,               0.008383,               0.008383,               0.008383
                     51,                0.68636,                0.90271,                0.51214,                0.95748,                0.92488,                0.87968,                0.95033,                0.78605,                0.92488,                0.87968,                0.95201,                0.78246,                0.67528,                0.98985,                0.44888,                0.95352,                0.00835,                0.00835,                0.00835
                     52,                0.68639,                0.90078,                0.50579,                0.95427,                0.92605,                0.87614,                 0.9548,                0.79386,                0.92519,                0.87738,                0.95611,                 0.7884,                0.66882,                0.98525,                0.43613,                0.95782,               0.008317,               0.008317,               0.008317
                     53,                0.68599,                0.90002,                0.50582,                0.95689,                0.90711,                0.91321,                0.96045,                0.80025,                 0.9148,                0.91841,                0.96392,                0.79739,                0.65305,                0.95208,                0.40857,                0.95268,               0.008284,               0.008284,               0.008284
                     54,                0.68933,                0.90743,                0.50611,                0.95837,                0.94882,                  0.914,                0.96549,                0.80708,                0.95145,                0.91699,                0.96654,                0.80914,                 0.6382,                 0.9592,                0.39874,                0.95135,               0.008251,               0.008251,               0.008251
                     55,                0.67394,                0.88706,                0.49749,                0.95432,                0.93777,                0.90239,                0.96036,                0.80263,                0.94441,                 0.9085,                0.96501,                  0.799,                0.65609,                0.97782,                0.40954,                0.95484,               0.008218,               0.008218,               0.008218
                     56,                0.67025,                0.88546,                0.49847,                 0.9522,                0.92713,                 0.9148,                 0.9663,                0.81239,                0.92976,                0.91736,                0.96735,                0.80922,                0.65206,                0.95784,                0.39859,                0.95441,               0.008185,               0.008185,               0.008185
